-1.4245 0.7174
-0.7779 0.3160
1.4065 0.4011
0.9297 -1.6058
0.6615 2.1385
0.5411 -1.5409
-0.2031 -0.5000
0.3830 0.4120
0.4055 -0.3638
-0.5993 -0.5896
0.8535 -1.8530
-0.2073 0.2704
-0.6528 0.4772
-0.0713 -0.9383
0.1614 -0.2682
-0.4099 -0.7113
0.0614 -1.8461
-0.3983 -0.5435
-0.9119 0.6527
-0.7343 0.5406
0.9758 -0.1569
0.2778 0.6395
-0.0810 0.5409
-1.2626 1.1104
-0.9896 -1.8288
1.3845 -0.0627
0.4489 -0.3633
-1.0206 -3.0730
0.6263 -0.2867
-0.1973 0.4056
-1.4193 -0.7294
1.1473 0.5979
-1.2813 -2.2033
-0.5712 0.2140
0.9424 0.0937
-1.1223 0.3062
-1.1723 -0.9610
-0.6537 -1.2294
-0.2710 -0.9000
-0.2857 -0.4624
-0.4098 -0.5035
1.2333 0.6103
0.0591 -1.4669
-1.6258 -1.9648
2.6052 0.9724
0.2570 -0.9742
-1.1464 0.5476
1.5651 -1.6933
-0.4494 -0.0843
-1.9920 0.8412
-0.4147 1.9122
-0.3909 0.4092
-1.1424 -0.6249
-1.1687 0.3926
1.3018 -0.5936
0.4364 -0.5044
0.1021 1.1963
0.1203 -1.0368
-0.8571 -0.1699
-0.1917 -0.8658
0.1807 1.2665
-0.2512 -0.2046
-2.2015 -0.7745
-1.3933 -0.3862
0.5256 1.5233
1.7985 -0.1169
-0.3202 0.8175
0.4902 0.7653
0.7783 -1.4803
0.5404 -0.0915
-0.7603 -0.6936
1.2815 -0.8097
-1.2368 0.2147
2.0108 0.0256
0.3083 -0.9382
1.6742 0.1250
0.5301 -0.9521
0.8540 0.3891
-1.1560 0.0397
-0.4506 0.1092
-0.2506 -0.1899
-1.0329 -0.3233
0.7665 1.7447
-1.1605 2.3774
1.5261 0.1685
-0.3012 -0.6987
0.8328 -0.6946
-0.4619 0.8836
0.4359 0.8967
0.5047 -0.4009
-0.5138 0.7964
-0.6712 1.1867
0.7907 0.2877
0.0032 0.3656
3.5267 -0.1124
-1.5566 1.9151
0.6098 -0.6479
2.6173 0.5510
0.2942 -0.7778
-1.0649 -1.7684
-0.4229 -1.0531
0.6478 -0.3176
1.7690 1.5106
0.1640 -0.2828
1.1522 -1.1465
